PMID,Sentence
34411814,"Blueberry anthocyanin spraying prevents Cd from being transferred from leaves to rice grains mainly by fixation of Cd in soluble and organelle fractions at the tillering and booting stages, and reduces H2O2 and MDA accumulation in rice leaves to decrease Cd toxicity."
34411814,"Combined with FTIR and TEM characterization of rice leaves, the results indicated that surface spraying of 7.5 g/L blueberry anthocyanin under 1.0 mg/kg Cd stress could effectively relieve Cd oxidative damage, and form chelates with Cd ions to immobilize Cd in rice leaves."
34411814,"Hence, blueberry anthocyanin could be used as a foliar resistance control agent to reduce Cd accumulation in rice grains through chelate compound synthesis and decrease Cd toxicity by preventing membrane lipid peroxidation and H2O2 accumulation."
34087294,"To allow a better fixation of this water-soluble anthocyanin probe to the cellulose substrate, potash alum was added to the freeze-dried mixture to act as a fixing agent or mordant (M) generating Cy/M coordination complex."
32118027,These results suggest that YKSCH treatment improved social isolation stress-induced insomnia via the GABAergic pathway and that the mechanism of action of YKSCH is partly due to improvement of allopregnanolone levels of expression.
35602377,Selective serotonin reuptake inhibitors and serotonin norepinephrine reuptake inhibitors are used to treat depression in patients with PD.
35602377,The best evidence of efficacy in PD psychosis is for clozapine and pimavanserin.
35602377,Rivastigmine is the only approved treatment for PD as per the Food and Drug Administration.
35602377,"Pramipexole, a dopamine agonist (DA), is reported to cause improvement in the symptoms of decreased willingness in apathy."
24072498,"Bacterial isolates were tested in vitro for plant growth promoting properties including indole acetic acid (IAA) production, nitrogen fixation, phosphate solubilization, root colonization and biofilm formation."
24072498,"Isolates MSP9 and MSP10 were most efficient in biofilm formation on polyvinyl chloride, which indicated their potential to withstand various biotic and abiotic stresses, whereas the remaining isolates showed a very poor biofilm formation ability."
10808072,"Argona were grown hydroponically with different B and Ca levels, in order to elucidate a specific role for B and Ca on the N(2) fixation in this temperate legume."
16657204,"At 113,000 lux the mutant and normal leaves showed similar rates of CO(2) fixation per unit area of leaf surface, but on a chlorophyll basis the mutant leaves were twice as active."
32786316,"Currently, pramipexole is approved to treat signs and symptoms of idiopathic Parkinson's disease and moderate to severe symptoms of primary restless leg syndrome."
32786316,"Parkinson's disease is characterized by tremor, bradykinesia, rigidity, gait disorders, and a disturbance of posture due to a decrease in dopamine stores in the substantia nigra with the consequent presence of Lewy bodies."
32531008,"In a rat liver injury model and a femoral artery injury model, the PACG/CMC sponge can significantly reduce the bleeding time and blood loss compared with gauze and commercial gelatin sponge because of the high blood absorption ability and effective concentration of blood coagulation factors."
33735708,"Since omega-3 fatty acids (ω-3) show anti-inflammatory/neuroprotective properties, we aim to evaluate whether ω-3 treatment during adolescence in the maternal immune stimulation (MIS) animal model of schizophrenia could prevent the brain and behavioural deficits described in adulthood."
33735708,MIS-offspring showed a PPI deficit compared with VH-offspring and ω-3 treatment prevented this deficit.
33735708,"Also, ω-3 reduced the brain metabolism in the deep mesencephalic area and prevented the volumetric abnormalities in the hippocampus but not in the ventricles in MIS-offspring."
33735708,"Our study demonstrates that administration of ω-3 during adolescence prevents PPI behavioural deficits and hippocampal volumetric abnormalities, and partially counteracts IOS deficits via iNOS and Nrf2-ARE pathways in the MIS model."
35149383,"This paper revises and highlights the major common molecular mechanisms responsible for the clinical symptoms seen in people with ASD, including the roles of common genetic factors and disorders, neuroinflammation, GABAergic signaling, and alterations in Ca+2 signaling."
35149383,"Besides, it covers the major molecular mechanisms and signaling pathways involved in initiating the epileptic seizure, including the alterations in the GABAergic and glutamate signaling, vitamin and mineral deficiency, disorders of metabolism, and autoimmunity."
32440779,Impulse control disorders (ICD) and other impulsive-compulsive behaviours are frequently found in Parkinson's disease (PD) patients treated with dopaminergic agonists.
32294747,"In patients taking high doses of dopaminergic drugs or with high risk of impulse control disorders, an initial reduction in dopamine agonists after STN DBS is recommended to avoid the hyperdopaminergic syndrome, particularly hypomania."
32294747,"On the other hand, a rapid reduction of dopaminergic agonists of more than 70% during the first months can lead to dopaminergic agonist withdrawal syndrome, characterized by apathy, pain, and autonomic features."
32294747,"In a subset of patients with severe dyskinesia before surgery, an initial reduction in levodopa seems to be a more reasonable approach."
27705838,"Follicle stimulating hormone (FSH) and luteinizing hormone (LH) were associated with depressive disorders and the present study estimated the levels of serum FSH, LH in postpartum depression and explored them as predictive biomarkers in the development of PPD."
22611228,"Bipolar disorder and severe premenstrual syndrome (PMS) have many symptoms in common, but it is important to establish the correct diagnosis between a severe psychiatric disorder and an endocrine disorder appropriately treatable with hormones."
22611228,"The diagnosis of PMS should come from the history relating the occurrence of cyclical mood and behaviour changes with menstruation, the improvement during pregnancy, postnatal depression and the presence of runs of many good days a month and the somatic symptoms of mastalgia, bloating and headaches."
22611228,Young women with severe PMS do not respond to the antidepressants and mood-stabilizing drugs typically used for bipolar disorder.
17454962,"The selective serotonin reuptake inhibitor (SSRI) fluoxetine (FLX) and its congener norfluoxetine (Nor-FLX), when administered systemically at nmol/kg doses, normalize the reduced content of brain ALLO and the reduced responsiveness of GABA(A)-R to GABA mimetic drugs (i.e. pentobarbital) and also attenuate aggressive behavior in socially isolated mice in a stereospecific manner."
17454962,"Hence, the normalization of ALLO biosynthesis may be a new target for the development of drugs effective for psychiatric disorders related to neurosteroid biosynthesis downregulation."
34929577,"Widely used to reduce flares of intestinal inflammation, 5-aminosalicylic acid derivatives (5-ASAs) such as mesalazine appear to also exert more direct mucosal healing and chemopreventive activities against CRC."
