PMID,Sentence,E1,Type_E1,Relation,E2,Type_E2
7693433,"Analgesic efficacy of propiram, usually 50 or 100mg, appears comparable to that of standard dosages of other oral opioid drugs [i.e. pentazocine, pethidine (meperidine)] in patients with acute pain of moderate to severe intensity arising from various gynaecological and surgical procedures, and may be superior to codeine in gynaecological and postoperative dental pain.",Analgesic efficacy,CHEBI,appear comparable to,acute pain,DISEASE
7693433,"Analgesic efficacy of propiram, usually 50 or 100mg, appears comparable to that of standard dosages of other oral opioid drugs [i.e. pentazocine, pethidine (meperidine)] in patients with acute pain of moderate to severe intensity arising from various gynaecological and surgical procedures, and may be superior to codeine in gynaecological and postoperative dental pain.",Analgesic efficacy,CHEBI,appear comparable to,pethidine,CHEMICAL
7693433,"Analgesic efficacy of propiram, usually 50 or 100mg, appears comparable to that of standard dosages of other oral opioid drugs [i.e. pentazocine, pethidine (meperidine)] in patients with acute pain of moderate to severe intensity arising from various gynaecological and surgical procedures, and may be superior to codeine in gynaecological and postoperative dental pain.",Analgesic efficacy,CHEBI,appear comparable to,meperidine,CHEMICAL
7693433,"Analgesic efficacy of propiram, usually 50 or 100mg, appears comparable to that of standard dosages of other oral opioid drugs [i.e. pentazocine, pethidine (meperidine)] in patients with acute pain of moderate to severe intensity arising from various gynaecological and surgical procedures, and may be superior to codeine in gynaecological and postoperative dental pain.",propiram,CHEMICAL,appear comparable to,pentazocine,CHEMICAL
7693433,"Analgesic efficacy of propiram, usually 50 or 100mg, appears comparable to that of standard dosages of other oral opioid drugs [i.e. pentazocine, pethidine (meperidine)] in patients with acute pain of moderate to severe intensity arising from various gynaecological and surgical procedures, and may be superior to codeine in gynaecological and postoperative dental pain.",propiram,CHEMICAL,appear comparable to,acute pain,DISEASE
7693433,"Analgesic efficacy of propiram, usually 50 or 100mg, appears comparable to that of standard dosages of other oral opioid drugs [i.e. pentazocine, pethidine (meperidine)] in patients with acute pain of moderate to severe intensity arising from various gynaecological and surgical procedures, and may be superior to codeine in gynaecological and postoperative dental pain.",propiram,CHEMICAL,appear comparable to,pethidine,CHEMICAL
7693433,"Analgesic efficacy of propiram, usually 50 or 100mg, appears comparable to that of standard dosages of other oral opioid drugs [i.e. pentazocine, pethidine (meperidine)] in patients with acute pain of moderate to severe intensity arising from various gynaecological and surgical procedures, and may be superior to codeine in gynaecological and postoperative dental pain.",propiram,CHEMICAL,appear comparable to,meperidine,CHEMICAL
7693433,"The tolerability profile of propiram resembles those of others in its class, with drowsiness, nausea and vomiting, and dizziness experienced most frequently in controlled trials.",propiram,CHEMICAL,resemble,nausea,DISEASE
7693433,"The tolerability profile of propiram resembles those of others in its class, with drowsiness, nausea and vomiting, and dizziness experienced most frequently in controlled trials.",propiram,CHEMICAL,resemble,vomiting,DISEASE
7693433,"The tolerability profile of propiram resembles those of others in its class, with drowsiness, nausea and vomiting, and dizziness experienced most frequently in controlled trials.",propiram,CHEMICAL,resemble,drowsiness,MENTAL_HEALTH
8412493,Both amnesia and improvement of performance have been reported after treatment with GABA antagonists.,amnesia,MENTAL_HEALTH,be reported after treatment with,GABA antagonists,CHEBI
8412493,Picrotoxin did not modify the conditioned response while bicuculline induced amnesia only with the lower doses at both low and high footshock intensities.,bicuculline,CHEMICAL,induce,amnesia,MENTAL_HEALTH
30117095,Carbachol also induced long-term depression of evoked inhibitory postsynaptic currents and a short-term depression of evoked excitatory postsynaptic currents.,Carbachol,CHEMICAL,induce long-term depression of,short-term depression,MENTAL_HEALTH
30117095,Carbachol also induced long-term depression of evoked inhibitory postsynaptic currents and a short-term depression of evoked excitatory postsynaptic currents.,Carbachol,CHEMICAL,induce,long-term depression,MENTAL_HEALTH
30955840,"Activation of peroxisome proliferator-activated receptor (PPAR)-α by the endocannabinoid congener N-palmitoylethanolamine (PEA) regulates pathophysiological systems (e.g., inflammation, oxidative stress) and induces peripheral biosynthesis of allopregnanolone, a gamma-aminobutyric acidergic neurosteroid implicated in mood disorders.",PEA,CHEMICAL,induce peripheral biosynthesis of,acidergic neurosteroid,CHEMICAL
30955840,"Activation of peroxisome proliferator-activated receptor (PPAR)-α by the endocannabinoid congener N-palmitoylethanolamine (PEA) regulates pathophysiological systems (e.g., inflammation, oxidative stress) and induces peripheral biosynthesis of allopregnanolone, a gamma-aminobutyric acidergic neurosteroid implicated in mood disorders.",PEA,CHEMICAL,induce peripheral biosynthesis of,allopregnanolone,CHEMICAL
30955840,"Activation of peroxisome proliferator-activated receptor (PPAR)-α by the endocannabinoid congener N-palmitoylethanolamine (PEA) regulates pathophysiological systems (e.g., inflammation, oxidative stress) and induces peripheral biosynthesis of allopregnanolone, a gamma-aminobutyric acidergic neurosteroid implicated in mood disorders.",endocannabinoid congener N-palmitoylethanolamine,CHEMICAL,regulate,inflammation,DISEASE
30955840,"Activation of peroxisome proliferator-activated receptor (PPAR)-α by the endocannabinoid congener N-palmitoylethanolamine (PEA) regulates pathophysiological systems (e.g., inflammation, oxidative stress) and induces peripheral biosynthesis of allopregnanolone, a gamma-aminobutyric acidergic neurosteroid implicated in mood disorders.",PEA,CHEMICAL,regulate,inflammation,DISEASE
30955840,"Activation of peroxisome proliferator-activated receptor (PPAR)-α by the endocannabinoid congener N-palmitoylethanolamine (PEA) regulates pathophysiological systems (e.g., inflammation, oxidative stress) and induces peripheral biosynthesis of allopregnanolone, a gamma-aminobutyric acidergic neurosteroid implicated in mood disorders.",endocannabinoid congener N-palmitoylethanolamine,CHEMICAL,induce peripheral biosynthesis of,acidergic neurosteroid,CHEMICAL
30955840,"Activation of peroxisome proliferator-activated receptor (PPAR)-α by the endocannabinoid congener N-palmitoylethanolamine (PEA) regulates pathophysiological systems (e.g., inflammation, oxidative stress) and induces peripheral biosynthesis of allopregnanolone, a gamma-aminobutyric acidergic neurosteroid implicated in mood disorders.",endocannabinoid congener N-palmitoylethanolamine,CHEMICAL,induce peripheral biosynthesis of,allopregnanolone,CHEMICAL
26080315,"In human subjects with (n = 28) or without PTSD (n = 31), significant over-expression of CPT1B in PTSD was also observed in the two common dysregulated pathways: fatty acid metabolism (P = 0.0027, false discovery rate (FDR) = 0.043) and PPAR (P = 0.006, FDR = 0.08).",PTSD,DISEASE,be observed in human subjects with,PTSD,DISEASE
26080315,"In human subjects with (n = 28) or without PTSD (n = 31), significant over-expression of CPT1B in PTSD was also observed in the two common dysregulated pathways: fatty acid metabolism (P = 0.0027, false discovery rate (FDR) = 0.043) and PPAR (P = 0.006, FDR = 0.08).",PTSD,DISEASE,be observed in human subjects with,PPAR,CHEBI
27650436,"Moreover, behavioral changes in carps exposed to CuO NP and TiO2 NP mixture such as hyperactivity, loss of balance, and convulsions were higher than those to CuO NPs and TiO2 NPs alone.",convulsions,DISEASE,be,TiO2 NPs,CHEMICAL
27650436,"Moreover, behavioral changes in carps exposed to CuO NP and TiO2 NP mixture such as hyperactivity, loss of balance, and convulsions were higher than those to CuO NPs and TiO2 NPs alone.",convulsions,DISEASE,be,CuO NPs,CHEMICAL
27650436,"Moreover, behavioral changes in carps exposed to CuO NP and TiO2 NP mixture such as hyperactivity, loss of balance, and convulsions were higher than those to CuO NPs and TiO2 NPs alone.",balance,DISEASE,be,TiO2 NPs,CHEMICAL
27650436,"Moreover, behavioral changes in carps exposed to CuO NP and TiO2 NP mixture such as hyperactivity, loss of balance, and convulsions were higher than those to CuO NPs and TiO2 NPs alone.",balance,DISEASE,be,CuO NPs,CHEMICAL
23524854,"The energy used by neurons is derived largely from tissue oxidative metabolism, and neural hyperactivity and cell death are reflected by corresponding changes in cerebral oxygen metabolism (CMRO₂).",neural hyperactivity,MENTAL_HEALTH,be reflected by corresponding changes in,cerebral oxygen metabolism,CHEMICAL
34466144,Alcohol abstinence is an absolute recommendation and prevents the extension of neural damage.,Alcohol abstinence,CHEMICAL,prevent extension of,neural damage,DISEASE
21217196,Wernicke's encephalopathy (WE) is caused by thiamine (vitamin B1) deficiency and most commonly found in individuals with chronic alcoholism and malnutrition.,Wernicke's encephalopathy,DISEASE,be caused by,thiamine vitamin B1 deficiency,CHEBI
10715360,"Impulsive aggression in patients with personality disorders is associated with diminished levels of cerebrospinal fluid (CSF) 5-HIAA, blunted neuroendocrine responses to serotonergic agonists, and decreased glucose utilization in the prefrontal cortex.",Impulsive aggression,DISEASE,be associated with diminished levels of,5-HIAA,CHEMICAL
10715360,"Impulsive aggression in patients with personality disorders is associated with diminished levels of cerebrospinal fluid (CSF) 5-HIAA, blunted neuroendocrine responses to serotonergic agonists, and decreased glucose utilization in the prefrontal cortex.",personality disorders,MENTAL_HEALTH,be associated with diminished levels of,5-HIAA,CHEMICAL
10715360,"Impulsive aggression in patients with personality disorders is associated with diminished levels of cerebrospinal fluid (CSF) 5-HIAA, blunted neuroendocrine responses to serotonergic agonists, and decreased glucose utilization in the prefrontal cortex.",Impulsive aggression,DISEASE,decrease,glucose utilization,CHEMICAL
10715360,"Impulsive aggression in patients with personality disorders is associated with diminished levels of cerebrospinal fluid (CSF) 5-HIAA, blunted neuroendocrine responses to serotonergic agonists, and decreased glucose utilization in the prefrontal cortex.",personality disorders,MENTAL_HEALTH,decrease,glucose utilization,CHEMICAL
10715360,"Impulsive aggression in patients with personality disorders is associated with diminished levels of cerebrospinal fluid (CSF) 5-HIAA, blunted neuroendocrine responses to serotonergic agonists, and decreased glucose utilization in the prefrontal cortex.",Impulsive aggression,DISEASE,in patients with,personality disorders,MENTAL_HEALTH
10715360,"We tested the hypothesis that impulsive aggression in borderline personality disorder (BPD) may be associated with diminished serotonergic regulation in the prefrontal cortex, using positron-emission tomography (PET) neuroimaging during pharmacologic challenge with d,l fenfluramine (FEN).",impulsive aggression,DISEASE,use,FEN,CHEMICAL
10715360,"We tested the hypothesis that impulsive aggression in borderline personality disorder (BPD) may be associated with diminished serotonergic regulation in the prefrontal cortex, using positron-emission tomography (PET) neuroimaging during pharmacologic challenge with d,l fenfluramine (FEN).",impulsive aggression,DISEASE,use,l fenfluramine,CHEMICAL
